Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days,Experience_Level,BMI,Calories_Burned
31,Female,64.02514004840988,1.9831217053533992,197,132,83,0.7534496061746588,Strength,20.609300651340867,2.101833103842128,3,3,16.279902562612794,331.2201564767169
34,Female,110.76859694433716,1.5637269797114346,179,131,68,2.479728309489323,Cardio,27.867402225165556,3.741443567874833,5,2,45.29964474099199,636.1351957576281
53,Male,100.04468281415734,1.8538441631653093,175,157,55,2.52893001087887,Cardio,25.09481893215295,2.1048864029671286,4,2,29.110359165111948,821.0884743633562
57,Female,89.39252004403679,1.986388161446043,189,128,87,1.7056850002038588,Cardio,17.47315375245833,2.1203337734363066,4,3,22.655463103923335,464.18850592546556
21,Male,83.00727220717589,1.913019525833286,199,120,77,0.643275775026217,Yoga,20.270409889185693,2.1506035373019308,6,3,22.68179059784113,301.16681123874815
19,Male,88.02629640529707,1.849657687563102,182,120,50,0.936474628117966,Cardio,15.442494971430811,3.509860631102974,6,2,25.72940281090251,371.29547386124096
23,Female,61.147201679548516,1.9197304547503835,176,139,84,2.2685656879048306,Yoga,34.15053647825521,2.9523649625407056,2,1,16.591898323782342,644.7909329946259
59,Female,64.25908744933919,1.9908993466303138,154,122,89,2.2794448624773738,Yoga,13.265859538933993,2.842506550956678,6,2,16.21197575751638,647.9409846472574
21,Male,56.38151432843342,1.8106722486267648,167,155,57,2.7458881879191632,Cardio,19.295919614160486,2.0024290671515868,4,1,17.19717241514666,816.9313449951933
46,Male,60.75606267127789,1.7795924034146633,157,105,56,1.9567153663864572,Strength,10.64597430550028,3.4537125304973184,6,1,19.184413871266422,499.84118198002375
35,Male,81.75855442236978,1.8141190552316406,173,121,60,0.8102684192844435,HIIT,15.544487298338659,1.1150915840671034,2,1,24.84286239743569,256.0837980005473
43,Female,87.12480756097793,1.7663379433807775,161,149,88,0.8035372637624303,Yoga,29.511778459503873,3.6123915170143395,5,3,27.9250677396809,372.48505532215256
61,Female,51.25033247348236,1.8175445529548595,150,137,53,2.302830893392059,Cardio,15.029380807221987,2.538249699381789,6,3,15.51409892271049,639.7925184476018
51,Female,105.77584795048193,1.7249211039862797,197,136,74,0.9594616627697529,Yoga,12.001585063224141,2.1947507045902386,4,3,35.55069080145066,410.1654991646846
27,Female,70.59175813404346,1.6092215914416537,196,144,61,1.3209637490415134,Strength,21.861329496113083,2.491501842153057,5,2,27.25977685320718,395.56422273036037
53,Female,113.82852244719378,1.5601236132558378,152,150,75,1.7180300173047849,Strength,10.249230868362963,3.002246591601493,4,3,46.766307204899135,619.7230665970718
31,Male,117.72578845296444,1.5341704677661303,143,153,87,0.561912193940378,Cardio,12.11915386065833,1.038296279553692,5,3,50.01777525492963,372.18684348136827
48,Female,62.9821212273658,1.6316578918766,161,107,61,1.1220475675498296,Yoga,30.190646739074378,3.6146555693747433,4,2,23.65696742101305,308.30653266994324
32,Male,82.34681035359625,1.523061782167867,146,140,86,1.5197240212682002,HIIT,29.28683362149016,2.3402185759341787,6,2,35.49864208745922,535.5194632239674
25,Male,50.08622846164981,1.7835853899596927,182,148,73,1.1990907962330155,HIIT,32.8784705101224,2.0288995591002346,6,1,15.744559617139785,342.6871966282028
31,Male,91.88290855856988,1.64191422351176,193,134,65,0.8409258186689146,Yoga,31.362885897768738,1.4147366969021713,2,2,34.08268527396242,292.1858428978534
40,Female,92.511451378387,1.9122674040435161,163,150,62,2.3200306444904935,Yoga,27.07938908099545,2.3183961230753263,5,2,25.298702618008342,664.6282897833746
57,Female,67.32779689223626,1.5371204364941933,143,110,74,2.5328691379199624,Yoga,11.308321432516571,2.4889683138531367,2,3,28.49565278223817,600.345553560145
38,Female,89.08888708082385,1.613175747170743,167,123,53,1.143697440359312,Cardio,29.571215449666436,2.210940083480433,3,1,34.23419857391001,401.1590841061368
33,Male,65.78780997106148,1.865123073545073,154,148,60,2.436048736515758,Strength,31.137770271014013,3.035980281480691,6,1,18.911694326976804,496.5616357495227
62,Male,61.25778283547331,1.7994041481917458,140,120,81,1.4638839110032846,HIIT,29.977053644298863,2.262689586277678,5,2,18.91924665456281,397.93753911896175
35,Male,95.60636267615853,1.5322456356245837,194,150,56,1.766714477135007,Cardio,22.71197588270065,3.88425273353972,2,3,40.72208535389212,659.9029428194762
64,Male,72.81478247664523,1.9386197285811002,142,101,60,2.640002687232882,Yoga,15.82254596623704,2.7978325534707755,2,3,19.37466938525177,670.8749682262332
41,Male,91.31847572199356,1.9386308814130897,153,139,77,2.37488420450602,Yoga,31.13324939221817,3.422433806955727,3,3,24.297880990607844,666.256818501886
43,Male,80.32727242801589,1.6652040019378869,177,118,72,2.512792128290444,Strength,28.17907024350346,1.3280677093284365,2,3,28.9686414551421,760.8053145786187
42,Female,118.90459851820327,1.6702029216747825,189,138,72,0.842112916465892,Yoga,34.51902935972129,2.191873878837717,4,2,42.62458589127361,328.6317022986641
62,Female,60.4706449867296,1.9945141791750869,196,127,77,0.6742985645843237,Cardio,13.892314943898324,2.0105431043414583,6,3,15.200936495547612,364.86694447970336
58,Female,82.52190176450671,1.813088085796569,140,158,75,2.7335118227199677,Cardio,15.641614576301375,2.708447164409775,2,1,25.103334892174786,773.072723679213
46,Female,97.63196384515277,1.7656582602840296,177,116,74,1.4695856739277358,Strength,15.294953747037567,3.583340560184277,2,1,31.316897011266743,459.4596324156187
32,Male,77.68815587159781,1.9190760917759622,177,105,78,1.219699195174202,Cardio,29.81349419053342,1.23501465328602,3,2,21.09455764340786,324.53905082242636
62,Male,118.22898963094829,1.642645169178658,160,118,68,2.3117406356545613,HIIT,14.672682411252953,1.2177243941341325,4,3,43.81637618384874,645.6633289855926
18,Female,100.53213395488545,1.7145912966981784,187,155,82,2.5910389914496417,Cardio,11.666495745582653,3.5509531244727968,2,3,34.196658503844496,888.1548541438209
42,Male,95.98887002951452,1.633888337744167,168,137,85,2.6562240547457523,Cardio,34.964020164640715,1.6385502581150724,6,3,35.956394228963994,724.313063337329
24,Female,102.99414873278563,1.8945804232943657,144,127,63,1.2899928528130684,Cardio,10.620430286128729,3.006259763349441,6,3,28.693693937119125,620.412113707828
26,Female,116.6854046627102,1.786674672817609,188,101,63,2.630530978004185,HIIT,30.881101503971642,2.6286343970824158,2,2,36.55321446527409,780.6971005336869
41,Female,113.54730570892481,1.8294125350700352,149,137,84,0.6023348609358634,Yoga,19.13417103876632,3.4986807846616883,4,3,33.92763072445525,372.79410201024615
18,Male,100.69997156884884,1.6261536249197033,167,154,79,0.6241537286492972,Cardio,31.04038649394538,1.3752667295092107,6,2,38.080812392154655,343.24244513915966
61,Female,102.44131473708981,1.6101126506886576,160,136,77,2.058797987935386,Strength,23.865512280278622,1.3893488971678338,6,3,39.51505757209778,608.5390871992671
25,Female,60.214545182460185,1.7441873144914695,189,150,66,0.6577659227888656,HIIT,32.540780737159004,2.670455080834923,4,3,19.793161273695077,337.2148276038301
41,Female,57.1954683144866,1.8687828745464135,146,151,52,1.3115229212754038,Strength,33.15482466036566,3.8391359600751125,4,1,16.37736126493215,377.2661105861104
28,Male,89.9633151290915,1.7626198787600802,142,103,65,2.18188996561731,Cardio,10.2274545320194,2.2449932751122628,2,2,28.95663708849684,590.5783304970277
34,Male,51.2857345858378,1.5163228387728342,184,121,79,1.3431672401355659,Strength,11.885304399819706,1.9808263007640847,5,1,22.30556496845375,322.9665707508994
25,Female,83.7649467086114,1.9342757531601444,186,125,78,0.9489994536002397,Cardio,16.258968239271386,2.8200679695936577,3,2,22.38852801876451,290.89381342156247
52,Male,64.7244705943208,1.5323434467575658,159,148,64,1.203376554634604,HIIT,26.73288540908754,3.791345801635093,5,3,27.564890786444654,516.4883293568166
52,Male,74.22115973513877,1.977912241860376,158,142,74,1.6439383306260795,Strength,32.206804912787646,3.510783498533871,5,3,18.972025477902058,458.8827591938145
50,Male,104.30633150550693,1.5125709791386364,174,135,87,1.688464638388706,Strength,21.49854878234907,3.98645083219966,6,2,45.591002732711495,572.1530011052013
22,Male,115.88662529626706,1.8472252280653545,143,157,87,2.457500578368005,Cardio,25.174327906856636,1.0677057496071312,4,1,33.962027837151616,580.3243185254391
59,Male,55.069139050243905,1.5411035318558908,144,112,72,2.3753830735787815,Cardio,14.712496319889029,1.3385744341382866,6,2,23.187004979638004,653.6930643921578
56,Male,87.39695441835116,1.9553382897175697,140,151,74,1.642044511390338,Yoga,30.124170847042134,2.828403290099866,3,2,22.858750594381885,512.5281622300911
58,Male,111.777344007372,1.7322166181127714,143,157,56,2.6141683727469287,Cardio,34.18320278383675,3.461729318001549,2,3,37.251982006474435,830.388156693242
45,Male,55.77559741082949,1.5687618874085076,151,131,71,0.7855928464784896,Cardio,16.714973322864935,1.8557330269202996,3,1,22.66366652025123,273.20664505710886
24,Male,107.71598328277837,1.6704078498949233,199,116,66,1.1383833755722537,Yoga,22.370648790013657,1.7176332641026564,6,2,38.60424878398739,303.85766399726657
26,Male,75.046094564979,1.582412337673381,166,140,67,2.5699411587556287,Cardio,12.152902762659345,3.3609273981436028,6,1,29.97014026857147,654.1094647392817
25,Female,72.54662915535347,1.585290955778545,195,135,59,1.4449850965653828,Cardio,23.97841641157421,1.1691455615596946,6,1,28.866841927996887,441.2533621681496
29,Female,118.42264704203501,1.974054160085721,181,154,59,2.9529538969846056,Yoga,22.569586046167014,2.108147942747755,6,2,30.389015933424165,796.4032208163492
51,Male,64.06013629036059,1.722623056142394,162,159,56,1.6656332038195885,HIIT,13.61091210387694,2.5174276677769893,5,1,21.587748358673778,521.1120999585864
50,Female,98.52357585758767,1.8944011319526797,164,145,87,2.4798390574094102,HIIT,21.051655327951877,2.6810460230509703,2,3,27.453408785878278,693.0101944753897
40,Female,107.50085096069066,1.8198027805888408,160,118,76,1.5057676034559297,Cardio,18.35261630216408,3.1858454703783305,5,3,32.46110156686548,446.13378804425093
41,Male,52.882844669549016,1.8382131811691962,197,157,82,1.562383797656076,Cardio,23.045771882629733,2.064537170291975,6,3,15.650314047014424,474.5357376502785
54,Male,96.92698208480886,1.5658467192360193,191,159,50,1.4572078682104588,Yoga,24.64135838571998,2.8380530340238215,4,3,39.53176430408348,501.3166974580194
52,Male,116.60849820487289,1.617092223407743,163,134,83,2.2976890512770294,Yoga,10.212389465180237,2.756126268372869,5,1,44.59237719162224,598.8246285454247
61,Female,58.695397670964155,1.8933751675772186,164,145,53,1.8687947101499862,HIIT,29.025149573738883,2.642848301961241,6,3,16.373091756448595,699.4127587656428
57,Female,112.73549118795268,1.9853831032373914,184,139,66,2.8594452784209228,Strength,27.82535729654352,2.9214498794266364,6,2,28.60039416100863,832.2120721073151
39,Male,91.63436461638553,1.631337821299326,194,155,53,1.127225791335262,Cardio,19.157159655163056,1.778347513204229,2,3,34.43265908472837,489.5978007926734
44,Male,93.16232073037318,1.6357843823755198,185,158,75,0.7514068302086109,Strength,11.323398389220456,1.253946260753887,3,2,34.81674635660219,375.5631519433357
52,Male,92.90609224059241,1.7364485664054525,171,127,53,1.483153712748038,Strength,28.87331349462626,1.3578150161192304,5,2,30.812032363759588,489.6724004500106
18,Female,70.91851204361197,1.991920156427719,194,100,50,2.04178176911694,Yoga,33.87937901195331,1.6737471479617032,5,3,17.873753425673577,599.0656371056804
52,Female,115.46412707096218,1.6344794729132355,171,141,56,2.6519973422887375,Cardio,16.003789900550355,2.5005938065683555,5,3,43.220335629293466,769.0958346472353
54,Female,116.31453238417271,1.703485954817132,144,117,79,1.3654922167008192,Cardio,18.088115343425947,3.52132825163806,6,1,40.08269044340846,426.86166365407917
64,Female,93.77132621497634,1.9457400078117533,175,147,58,2.134466877811154,Yoga,14.595322237045373,3.1038800262651525,2,2,24.768541887536948,516.7858339421757
31,Male,104.83959081591303,1.5014605163106811,185,139,84,1.3754967025580476,Strength,24.42340308362099,3.3671218126061415,6,3,46.504768310355324,480.2627722659413
20,Male,92.85805901168106,1.5198829824942848,181,132,57,2.0430489574861452,Yoga,13.871034866186374,2.0529268717782743,6,1,40.19752339663299,548.6237807456572
18,Male,83.90789133018285,1.8020358385356097,188,111,73,2.712019867576627,HIIT,18.904848586534484,2.2139612249456504,4,3,25.839015311625637,695.7092643169146
22,Male,96.25740828094754,1.9536900823564234,181,107,68,1.0783941056485227,Cardio,27.425325348356573,2.1810456579718385,2,3,25.21870726336745,381.6026784587382
43,Female,88.7101016814371,1.6194283302009638,197,123,85,1.510604105267598,HIIT,24.002899575233712,1.5756195532135044,5,3,33.8259195772167,519.9133227532778
31,Female,91.8233103842351,1.7348208873403546,178,115,76,2.983162991074366,Yoga,19.66156410819838,1.183649974430716,3,2,30.51010209284213,802.9237572544888
56,Male,104.86827873932035,1.725232650828909,155,149,81,2.671392570623652,Cardio,20.506240045188548,2.7727482784816804,5,3,35.23293334403015,780.8744765903126
44,Male,83.66326820142893,1.7364856730477551,172,103,63,1.9115996447405048,HIIT,24.05277206558074,3.967650050261758,6,1,27.745491128892546,543.6737749811632
26,Female,52.85278742647309,1.8112598478648727,188,137,67,1.7915689796356884,HIIT,10.146618197179032,1.5004891148507884,2,3,16.110401990989835,592.3455911811088
32,Male,61.479963669264805,1.7348718814953419,160,143,77,1.2115009557617025,Strength,11.962746711340246,1.1400544596978213,2,3,20.426727061519713,432.45489331058025
32,Female,80.70250515426768,1.723734070661229,148,126,78,1.7930235692338234,Cardio,32.03145169407529,3.338595045471799,2,1,27.161045596840392,526.021339549006
43,Male,100.73785919118407,1.7371442102156303,145,108,65,2.620453745699868,HIIT,11.946974727282269,1.7577580200541725,4,1,33.38266243646423,573.5410547543815
59,Male,91.52950538171251,1.7954337206355206,190,146,84,2.2129362831944515,HIIT,27.67008990526263,3.488931416058785,5,2,28.39372425448157,615.9357479868079
30,Male,95.52059301114177,1.7685037441756792,184,115,80,1.2251100704449664,Strength,33.00095410272631,3.1118100011035463,4,2,30.541125861282488,389.6897311212492
49,Male,83.54952500034011,1.9270679988252521,174,155,53,1.0036598026338324,HIIT,16.76709010754328,3.837020611152414,3,2,22.498310497384814,473.07306314264815
56,Male,93.101941535957,1.5247484267468332,178,111,86,1.1630213424920728,HIIT,19.262285926487856,2.226781707270016,6,2,40.046295710174526,414.8096039030772
49,Male,73.03122064702634,1.9166585357365062,161,130,66,0.9243980034820662,HIIT,24.22303514611791,2.985909518351902,4,1,19.880122874121327,258.67250696228064
21,Male,82.91278148876656,1.921962306305862,180,123,88,0.7391017400592899,Strength,32.04272424096462,2.394564342439812,4,3,22.445627578098744,377.40592899501905
47,Female,102.09953459164689,1.6424540107654804,193,154,75,1.5478404361051374,HIIT,33.5476396815105,2.8917660919256303,6,3,37.84751121788563,589.3070217719091
54,Female,111.02829452811848,1.7314259775079253,144,113,88,0.7832490109956692,HIIT,28.4890812027817,2.348796718023212,2,3,37.036147959516995,358.0807533862114
40,Female,80.35587337694722,1.7192692442687179,181,144,53,0.9297813943177609,Cardio,12.165494021367351,1.5658967392722245,6,2,27.185031295285416,405.84701200816596
56,Female,53.05631603951528,1.6092549171770651,162,124,79,1.8683117108487153,Cardio,26.72885388837127,2.5236922480101427,5,1,20.487426185879816,374.60513100037747
62,Female,61.31707809027618,1.6983984235431582,156,133,79,0.9114981842489368,Strength,20.257593046816552,2.585752604312327,6,1,21.257015801938472,184.3920584233105
32,Male,51.460279750407665,1.5221938860854272,151,102,71,0.6596994185772571,Yoga,21.767524987276538,3.431811544780483,2,1,22.20916324319946,180.3365617757792
60,Male,95.72841134661311,1.6389110363908672,162,157,60,1.293472125069713,Cardio,11.228709758629426,3.2065621173807437,6,3,35.639376052228215,499.61061571849905
46,Female,73.26202377485762,1.908341087725359,155,123,51,1.0507977465549188,Strength,14.776553483658954,2.9913748718243323,4,2,20.117171083249392,451.79874967883984
53,Male,87.97350450035572,1.6422811508814488,142,153,61,1.7882629699859418,HIIT,29.762840188341194,1.3401612866577177,3,1,32.61796603266215,467.71796180322843
30,Female,84.52937927486596,1.9091033343741237,169,141,79,0.7559177114580233,HIIT,21.348970826196492,3.161848871991145,4,2,23.19256633864559,293.56436151464084
49,Female,55.70685426866987,1.7657997323022154,196,108,85,2.3794269692074455,Strength,17.541556040778723,2.5009154690635444,3,1,17.865934667784813,594.5691405120615
24,Male,78.22829527866823,1.93993133868058,161,125,67,2.7655837985878464,HIIT,19.600476849123954,3.6822986083184777,6,2,20.786968049740782,697.6149676079516
39,Male,65.43927874456263,1.7873897771322076,148,119,75,2.358587934890486,HIIT,31.359987833142004,3.7596128023916284,5,1,20.483301833603424,572.1776878855374
45,Male,79.2879852067357,1.51483411153237,168,139,56,1.8320675935034856,Yoga,28.724975435123923,1.1654697718053564,6,2,34.55232132176646,526.1837694325004
19,Female,64.25047962395699,1.8377101037735446,186,109,50,2.6516695544722126,HIIT,16.80788492952707,3.4619246810634365,2,1,19.024899347516172,715.398575282372
59,Male,108.83166843938534,1.5224267840117842,176,118,75,2.2372959494537685,Cardio,12.937546005309333,1.1130921712680117,6,1,46.955066008181674,652.0817385473524
62,Female,62.19353356047775,1.725298509491567,162,102,72,0.5263778061254747,HIIT,16.29995554110179,2.101508877085068,3,2,20.893766550339755,249.1457941199646
23,Female,117.25463860408838,1.964713347236557,152,123,75,1.4852253819362577,Strength,33.01891127636834,2.6268999268632376,4,2,30.376073948880066,566.7964093852779
45,Female,79.11351563028586,1.582601969668925,171,104,55,2.6273797485170003,Yoga,24.539720946243882,1.4443023958813823,5,3,31.586919981831176,733.6841252219418
45,Male,109.23717044133346,1.694936176470772,185,102,55,1.3646471449381732,HIIT,23.337005218619574,3.2389414377072305,6,2,38.02452026652257,496.84272093522594
61,Male,94.01353727441617,1.8649301544242392,191,157,57,0.5880379338138088,Strength,24.90983999231154,1.0250641125164157,6,1,27.03119534176687,247.18702677253842
61,Female,101.47452090660269,1.9411292780474239,186,126,73,2.3654490963806807,Cardio,19.15070664366288,1.5057971453021106,4,1,26.93072773878549,591.9432270420347
37,Male,103.74067216467462,1.835471502371254,187,115,71,2.5050956757071714,HIIT,30.177675507987818,2.742390489560427,5,2,30.79312504314364,641.6703566489731
47,Male,85.33914173251125,1.6290866270955846,162,148,68,0.9014842376082715,Yoga,23.082156232506243,3.143162686111877,6,3,32.15584403191665,397.0303059308349
28,Male,88.03103663543018,1.8373039264581081,184,114,86,1.843351242107953,HIIT,12.918697569219889,3.7499293080817484,6,2,26.077971702571386,536.8814285938687
45,Female,85.97971074661075,1.648363820552045,156,134,67,0.9798885974893143,Strength,13.226628120726573,3.1164899558038717,3,1,31.64388752693992,362.376440301018
42,Female,91.16408646630555,1.8592146149093676,194,111,80,2.298086047610367,Yoga,23.42147866256546,3.015337810764598,3,1,26.37331579836082,692.6544961593214
